courseId,courseName,coursedescription,chapterId,chapterName,lessonId,lessonName,taskId,taskTitle,scenario,pdfUrls,tallyUrls,answerKeyUrl,instructions,milestone,platform,steps,skillsGained,milestoneTitle,milestoneBadge,careerImpact,xp
course_1,Pro Training in QA/QC ,"Gain hands-on expertise in ensuring product quality, compliance, and error-free manufacturing workflows.",ch_1_01,Foundations of Quality Warfare,les_1_01_01,Entering the Battlefield – QMS Basics & SOP Gap Review,task_1_01_01_1,QMS Compliance Check,"Welcome to your first mission as a Junior Quality Control Analyst at Zenith Pharma Labs!

Your supervisor, Ms. Rhea Patel, Quality Assurance Supervisor, needs you to ensure the lab’s Quality Management System (QMS) is on point. You’ve been tasked with checking if the lab’s batch record-keeping follows the QMS rules outlined in the SOP. Your job is to review the SOP, compare it to a lab observation, and initiate filing using ZANE VERISURE to confirm if the process is compliant or flag any issues. This keeps the lab’s operations safe and reliable, like a well-coordinated army following its playbook.

Task Details:
1. Review the SOP for batch record-keeping.
2. Compare it to a lab observation to check compliance.
3. Document your assessment using ZANE VERISURE to report your findings.

Why This Matters: Checking QMS compliance ensures every pill is safe and meets standards, protecting patients and avoiding costly mistakes.

Deliverables

A completed Compliance Verification using ZANE VERISURE confirming compliance or flagging an issue with a simple fix, submitted via the Answer Portal.",https://drive.google.com/file/d/1K0SDr6xPtfcQr_pH3YUCjAMVTI1it8zd/view?usp=sharing,https://zane-qa-hexasuite.vercel.app/compliance/dashboard,https://drive.google.com/file/d/1mFO3hiotOq3pHMEYGQtq--sIUvUq-OjA/view?usp=sharing,"Click the “Reference Documents” button to open the mock SOP titled “Batch Record-Keeping Procedure.” It says: “All batch records must include the date, batch number, and operator’s initials.”
Read the lab observation in the Reference Documents: “Some batch records are missing the operator’s initials.”
Check for compliance: Compare the SOP (what should happen) to the observation (what’s happening). Ask: Does the lab follow the QMS rule? What’s the issue?
Click the “Execute” button, document your assessment using ZANE VERISURE
Document your assessment using ZANE VERISURE.",Linkedin,Linkedin,"Choose one caption from the generated options
Pick one image prompt and drop it into Gemini’s Nano Banana 🍌
Download the final image
Go to LinkedIn and publish your post using the chosen caption and image
Tag Zane ProEd’s LinkedIn page to boost credibility
Hit post, then paste the post URL here",Interpret pharmaceutical batch record SOPs | Audit lab observations against compliance | Identify quality management system deviations | Document regulatory compliance findings | Execute digital record verification procedures,Checking Lab Batch Record Compliance,Quality Management System Verification,The ability to audit operational activities against Standard Operating Procedures ensures data integrity and regulatory adherence within a laboratory environment. This competency is essential for maintaining safety standards and mitigating risks associated with non-compliant pharmaceutical manufacturing.,10
course_1,Pro Training in QA/QC ,,ch_1_01,Foundations of Quality Warfare,les_1_01_02,Control the Arsenal – Document Versioning & Register Mastery,task_1_01_02_1,SOP Gap Review and DCR Submission.,"You are a Junior Quality Control Analyst at Zenith Pharma Labs, reporting to Mr. Vikram Desai, Quality Assurance Lead. During a routine document audit, you notice that the SOP for sample storage (SOP-QC-002, v1.0) requires samples to be stored at 2–8°C, but the lab’s refrigerator log shows temperatures occasionally reaching 10°C due to a missing maintenance check step. Mr. Desai asks you to propose an update to the SOP using DocuShift to add a daily maintenance check.

Deliverables

Completed Document Change Request (DCR) using DocuShift identifying the SOP gap and proposing the addition of a daily refrigerator maintenance check.",https://drive.google.com/file/d/1y6RVPyWpTB_SD0sskQDxt5S8GbQxM4U4/view?usp=sharing,https://zane-qa-hexasuite.vercel.app/dcr/dashboard,https://drive.google.com/file/d/1kt87iFAUiZUiOGBjjk6pkzhtk98MHi2k/view?usp=sharing,"Click “Reference Documents” to review SOP-QC-002 and the refrigerator log.
Compare SOP (requires 2–8°C storage, no maintenance step) to the log (shows temperature deviations).
Click “EXECUTE” (Open DocuShift)
Complete Document Change Request (DCR) using DocuShift.",Linkedin,Linkedin,"Choose one caption from the generated options
Pick one image prompt and drop it into Gemini’s Nano Banana 🍌
Download the final image
Go to LinkedIn and publish your post using the chosen caption and image
Tag Zane ProEd’s LinkedIn page to boost credibility
Hit post, then paste the post URL here",Identify Standard Operating Procedure gaps | Audit equipment logs for deviations | Analyze temperature stability data | Propose procedural corrective actions | Execute document change requests | Align technical protocols with logs,Proposing SOP Revisions for Temperature Compliance,Quality Document Revision and Control,The ability to identify procedural gaps and formalize updates through Change Requests ensures that laboratory protocols adapt to prevent technical deviations. This skill is vital for maintaining product stability and ensuring continuous compliance within a high-stakes pharmaceutical quality system.,10
course_1,Pro Training in QA/QC ,,ch_1_01,Foundations of Quality Warfare,les_1_01_03,Spot the Breach – Deviation Detection & Rapid Reporting,task_1_01_03_1,Detecting and Classifying a Deviation,"You are a Junior Quality Control Analyst at Zenith Pharma Labs, reporting to Ms. Priya Sharma, Quality Assurance Supervisor. During a routine in-process check (IPC) of a tablet batch (Batch No. TAB-2025-047), you notice that the tablet weight recorded by the automated weighing machine is 495 mg, below the SOP-QC-003 requirement of 500 ± 5 mg. After checking, you find the weighing machine was not calibrated before the shift, causing the deviation. Ms. Sharma instructs you to document this using Devitrack and propose immediate containment actions.

Deliverables

Devitrack submission, documenting the weight deviation, its cause, and containment actions.",https://drive.google.com/file/d/11Pqhs4bKzotVdEmLs_kL3RpEshaiO4HP/view?usp=sharing,https://zane-qa-hexasuite.vercel.app/deviation/dashboard,https://drive.google.com/file/d/1E7UVvyWtPSCLChXVtLDwIOFv95C4h3cj/view?usp=sharing,"Click “Reference Documents” to review SOP-QC-003 and IPC Log.
Compare SOP (tablet weight 500 ± 5 mg) to IPC Log (weight 495 mg).
Click “EXECUTE” (Devitrack)
Do the filing & submit.",linkedin,Linkedin,"Choose one caption from the generated options
Pick one image prompt and drop it into Gemini’s Nano Banana 🍌
Download the final image
Go to LinkedIn and publish your post using the chosen caption and image
Tag Zane ProEd’s LinkedIn page to boost credibility
Hit post, then paste the post URL here","Identify out-of-spec tablet weight |
Compare SOP limits to IPC data |
Verify equipment calibration status |
Classify deviation severity |
Determine deviation root cause |
Define immediate containment actions",Detect and classify deviation,Quality deviation identification,"This competency supports accurate deviation handling in GMP environments, enabling early risk control and regulatory-aligned quality decisions during routine manufacturing operations.",10
course_1,Pro Training in QA/QC ,,ch_1_01,Foundations of Quality Warfare,les_1_01_04,Strike Back – Root Cause Analysis & CAPA Drafting,task_1_01_04_1,The Mystery of the Failing Cold Room,"You are a Junior Quality Control Analyst at Zenith Pharma Labs, reporting to Mr. Anil Gupta, Quality Assurance Manager. During a routine dissolution test for tablet batch TAB-2025-049, 3 out of 20 tablets failed to meet the SOP-QC-004 dissolution specification (≥80% dissolution in 30 minutes). Initial investigation points to inconsistent granulation time. Mr. Gupta instructs you to perform a root cause analysis (RCA) using the 5 Whys method and document corrective and preventive actions using the CAPA Commander.

Deliverables

Completed CAPA Commander filling documenting the root cause of the dissolution failure and proposing corrective and preventive actions.",https://drive.google.com/file/d/1lS8dLuDj7nq_pBJ-gJuvkEM6uKwkAt10/view?usp=sharing,https://zane-qa-hexasuite.vercel.app/capa/dashboard,https://drive.google.com/file/d/1XuYqWUXV9iFj_VOmxN5zzPxP-k-wiEBb/view?usp=sharing,"Click “Reference Documents” to review SOP-QC-004 and Dissolution Test Log.
Use the 5 Whys method to identify the root cause (start with: tablets failed dissolution test).
Click “EXECUTE” (CAPA Commander).
Do the filing & submit.",blog,Linkedin,"Click “execute” in omega
Click Log In at the top right
From the LinkedIn Home feed, click Write article under the “Start a post” box.
Enter your headline in the Headline field at the top.
Type or paste your article content into the main editor area.
Use the built-in toolbar for bold, italics, bullet points, links, or images. Basic formatting is free.
Add a cover image at the top if you want. Optional.
Set visibility as Anyone if you want it publicly readable.
Ignore any prompts related to Premium, ads, or boosting. Not required for publishing.
Click Publish and confirm. Your article goes live instantly on your profile.",Dissolution failure investigation | Root cause analysis 5 Whys | Process variability identification | Corrective action planning | Preventive action planning,Dissolution failure RCA simulation,CAPA based quality investigation,This reflects real GMP quality investigations addressing product performance failures. It supports readiness for QC and QA roles requiring documented RCA and CAPA for manufacturing process control.,10
course_1,Pro Training in QA/QC ,,ch_1_01,Foundations of Quality Warfare,les_1_01_05,First Combat Drill – Internal Audit & Document Inspection Simulation,task_1_01_05_1,Internal Audit & Document Inspection at Sunrise Hospital Lab,"You are a Junior Quality Control Analyst at Zenith Pharma Labs, assigned as an internal auditor under Ms. Rhea Patel, QA Manager. During a mock process audit of the sample testing process, you review the Sample Testing Log (LOG-2025-016) against SOP-QC-005 (Sample Testing Procedure, v1.0). You notice that 4 out of 10 test records lack analyst signatures, violating SOP-QC-005’s requirement for signed documentation. Ms. Patel instructs you to document your findings and recommend corrective actions using  AuditNEX.

Deliverables

Completed Audit & Inspection documenting using AuditNex.",https://drive.google.com/file/d/1-oJxjHqSgFMuadS30z0e4X7S2Niym0Pd/view?usp=sharing,https://zane-qa-hexasuite.vercel.app/audit/dashboard,https://drive.google.com/file/d/1KxGNxSxQjpedN8HdvsWo6Yr308ugNea8/view?usp=sharing,"Click “Reference Documents” to review SOP-QC-005 and Sample Testing Log.
Compare SOP-QC-005 (requires analyst signatures on all test records) to LOG-2025-016 (4/10 records missing signatures).
Click “EXECUTE” (AuditNex).
Do the filing & submit.",Linkedin,Linkedin,"Choose one caption from the generated options
Pick one image prompt and drop it into Gemini’s Nano Banana 🍌
Download the final image
Go to LinkedIn and publish your post using the chosen caption and image
Tag Zane ProEd’s LinkedIn page to boost credibility
Hit post, then paste the post URL here",Audit record compliance verification | Document discrepancy identification | Corrective action recommendation | Standard operating procedure auditing,Internal Audit and Document Inspection,Standard Operating Procedure Compliance,Maintaining rigorous documentation standards ensures regulatory compliance and minimizes risks associated with data integrity in laboratory environments.,10
course_1,Pro Training in QA/QC ,,ch_1_01,Foundations of Quality Warfare,les_1_01_06,Defend the Lab – OOS/OOT Identification & First-line Investigation,task_1_01_06_1,OOS Identification and First-line Investigation,"You are a Junior Quality Control Analyst at Zenith Pharma Labs, reporting to Ms. Priya Sharma, Quality Assurance Supervisor. During a routine purity test for raw material batch RM-2025-105, the HPLC test result shows a purity of 98.5%, below the SOP-QC-006 specification of ≥99.5%. Initial checks suggest a possible lab error in sample preparation. Ms. Sharma instructs you to document the OOS result and perform a first-line investigation using DeviTrack, noting immediate actions and initial findings.

Deliverables 

Completed Deviation and Incident Report inside DeviTrack documenting the OOS result, immediate actions, and initial investigation findings.",https://drive.google.com/file/d/1wTls81wwbIgvuyF200uR2wvTn1RrQ3BB/view?usp=sharing,https://zane-qa-hexasuite.vercel.app/deviation/dashboard,https://drive.google.com/file/d/11FmFmPckN-p-Fi83L-9PlpaknjLjnwqC/view?usp=sharing,"Click “Reference Documents” to review SOP-QC-006 and HPLC Test Log.
Compare SOP-QC-006 (purity ≥99.5%) to HPLC Test Log (98.5% purity).
Click “EXECUTE” (DeviTrack).
Do the filing & submit.",linkedin,Linkedin,"Choose one caption from the generated options
Pick one image prompt and drop it into Gemini’s Nano Banana 🍌
Download the final image
Go to LinkedIn and publish your post using the chosen caption and image
Tag Zane ProEd’s LinkedIn page to boost credibility
Hit post, then paste the post URL here""","Identify out-of-spec analytical results |
Compare analytical data to specifications |
Verify sample preparation accuracy |
Differentiate laboratory versus material cause |
Initiate first-line OOS investigation |
Document immediate corrective actions",OOS identification and investigation,Analytical OOS assessment,"This competency enables reliable identification and triage of analytical OOS events, supporting compliant quality control decisions and reducing risk of invalid material release in regulated manufacturing settings.",10
course_1,Pro Training in QA/QC ,,ch_1_01,Foundations of Quality Warfare,les_1_01_07,Guard the Data – ALCOA+ & Data Integrity Auditing,task_1_01_07_1,ALCOA+ & Data Integrity Auditing,"You are a Junior Quality Control Analyst at Zenith Pharma Labs, assigned as a data integrity auditor under Mr. Vikram Desai, QA Lead. During a mock audit of batch record data for tablet batch TAB-2025-053, you review the Batch Record Log (LOG-2025-020) against SOP-QA-007 (Batch Record Documentation). You notice that 5 out of 10 records have timestamps entered hours after the test, violating SOP-QA-007’s requirement for contemporaneous data entry (ALCOA+ principle). Mr. Desai instructs you to document your findings and recommend improvements using the Compliance Verification Form.

Deliverables

A completed Compliance Verification using ZANE VERISURE confirming compliance or flagging an issue with a simple fix, submitted via the Answer Portal.",https://drive.google.com/file/d/1P739y6U2m9-qzwXOWqGx5nlzXmIM3_Mf/view?usp=sharing,https://zane-qa-hexasuite.vercel.app/compliance/dashboard,https://drive.google.com/file/d/1JQytxpbHV5Nvr3OFjZ1YMdUu-8Tpm8Ow/view?usp=sharing,"Click “Reference Documents” to review SOP-QC-008 and Hardness Test Log.
Simulate the initial stages: Log the deviation (hardness 3.5 kg), assess impact (major), contain (quarantine), and perform RCA (5 Whys to root cause).
Click “EXECUTE” (DeviTrack).
Do the filing & submit.
Click “EXECUTE” (Transition to CAPA COMMANDER)
Do the filing & submit.
Tip: This two-form workflow mimics real QA—deviation for quick response, CAPA for long-term fix. Keep descriptions concise and evidence-based.",blog,Linkedin,"Click “execute” in omega
Click Log In at the top right
From the LinkedIn Home feed, click Write article under the “Start a post” box.
Enter your headline in the Headline field at the top.
Type or paste your article content into the main editor area.
Use the built-in toolbar for bold, italics, bullet points, links, or images. Basic formatting is free.
Add a cover image at the top if you want. Optional.
Set visibility as Anyone if you want it publicly readable.
Ignore any prompts related to Premium, ads, or boosting. Not required for publishing.
Click Publish and confirm. Your article goes live instantly on your profile.",ALCOA plus compliance verification | Contemporaneous entry assessment | Data integrity gap identification | Documentation compliance evaluation | Improvement action recommendation,Data integrity audit simulation,ALCOA plus data integrity auditing,This supports regulated manufacturing audits by identifying risks to data credibility and traceability. It aligns with GMP expectations for real time documentation and inspection readiness.,10
course_1,Pro Training in QA/QC ,,ch_1_01,Foundations of Quality Warfare,les_1_01_08,Full-Scale Operation – Deviation to CAPA Lifecycle Simulation,task_1_01_08_1,Deviation to CAPA Lifecycle Simulation,"You are a Junior Quality Control Analyst at Zenith Pharma Labs, reporting to Ms. Rhea Patel, QA Manager. During a routine hardness test for tablet batch TAB-2025-055, the result is 3.5 kg, below the SOP-QC-008 specification of 4–6 kg (deviation detected). 

Initial assessment shows major impact on product quality, and RCA reveals a machine malfunction due to overdue maintenance. Ms. Patel instructs you to simulate the full Deviation to CAPA lifecycle using two tools: 

1. DeviTrack for detection, logging, assessment, containment, and RCA.
2. CAPA Commander for drafting corrective/preventive actions, implementation, verification, and closure. 

This builds a complete, traceable cycle.

Deliverables

Two completed documents in DeviTrack & CAPA commander.",https://drive.google.com/file/d/1jj9qqQzB_q5WOEidKglhzecpc4aIbnmj/view?usp=sharing,https://zane-qa-hexasuite.vercel.app/capa/dashboard,https://drive.google.com/file/d/1RmlneEj-uWatsNRfzHI8muWo5itx4aCQ/view?usp=sharing,"Click “Reference Documents” to review SOP-QC-008 and Hardness Test Log.
Simulate the initial stages: Log the deviation (hardness 3.5 kg), assess impact (major), contain (quarantine), and perform RCA (5 Whys to root cause).
Open “Fillable Document” (Deviation and Incident Report Form).
Fill the Deviation Form: Describe incident, note immediate actions, provide RCA, propose preliminary CAPA ideas, and set to Open. Submit via “Answer Portal” (this ""closes"" the deviation phase).
Transition to CAPA: Use the Deviation Form's RCA/output as input for detailed CAPA drafting.
Open “Fillable Document” (CAPA Command Template).
Fill the CAPA Template: Reference the deviation ID (DEV-2025-055), draft corrective/preventive actions, assign responsibilities, plan verification, and note closure date. Submit via “Answer Portal”.
Tip: This two-form workflow mimics real QA—deviation for quick response, CAPA for long-term fix. Keep descriptions concise and evidence-based.",Linkedin,Linkedin,"Choose one caption from the generated options
Pick one image prompt and drop it into Gemini’s Nano Banana 🍌
Download the final image
Go to LinkedIn and publish your post using the chosen caption and image
Tag Zane ProEd’s LinkedIn page to boost credibility
Hit post, then paste the post URL here",Deviation identification and logging | Product impact classification | Batch quarantine containment | Root cause analysis 5 Whys | Corrective action definition | Preventive action planning | CAPA verification planning | Quality documentation traceability,Deviation to CAPA lifecycle simulation,Deviation and CAPA lifecycle execution,This reflects real GMP quality event handling from detection through CAPA closure. It aligns with expectations for QC and QA professionals involved in regulated pharmaceutical investigations.,10
course_1,Pro Training in QA/QC ,,ch_1_01,Foundations of Quality Warfare,les_1_01_09,The War Game – Integrated QA/QC Crisis Assignment,task_1_01_09_1,Integrated QA/QC Crisis Assignment,"You are a Junior Quality Control Analyst at Zenith Pharma Labs, reporting to Mr. Anil Gupta, QA Manager. A crisis erupts: an assay test for Batch TAB-2025-057 shows an OOS result (API content 97.8% vs. ≥99.0% per SOP-QC-009). Simultaneously, an audit uncovers missing training records for two analysts (AK003, VS004) on SOP-QC-009, and an FDA inspection is scheduled tomorrow. Mr. Gupta tasks you with managing the crisis using three tools: Crisilog to triage and prioritize issues, DeviTrack to detail the OOS with RCA, and CAPA Commander to resolve the OOS with corrective/preventive actions.

Deliverables

Crisilog (triage/prioritize OOS and training issues)
DeviTrack (OOS detail/RCA)
CAPA Commander (OOS resolution, 100–150 words).",https://drive.google.com/file/d/1ruYNX4Z-tMs1C36Mp414nh5n_vO_QYzP/view?usp=sharing, https://zane-qa-hexasuite.vercel.app/crisis/dashboard | https://zane-qa-hexasuite.vercel.app/deviation/dashboard | https://zane-qa-hexasuite.vercel.app/capa/dashboard,https://drive.google.com/file/d/1DVPWaaU2u6JKrJ_7dacXXee33wwWLgVo/view?usp=sharing,"Click “Reference Documents” to review SOP-QC-009, Assay Test Log, and Training Record Log.
Triage the crisis: List issues (OOS, missing records), assess risk, prioritize (OOS first).
Open Crisilog.
Fill Dashboard: Describe issues, assign risk/priority (OOS: Major/High), note status, link to Deviation IDs. Submit via “Answer Portal” (sets crisis overview).
Focus on OOS (highest priority): Detail deviation and perform RCA.
Open DeviTrack.
Fill Deviation: Describe OOS, note containment, RCA (5 Whys), preliminary CAPA.
Resolve OOS: Use Deviation RCA for CAPA drafting.
Open CAPA Commander.
Fill CAPA: Reference Deviation ID, draft corrective/preventive actions, plan verification/closure.
Tip: Dashboard is your crisis command center—link IDs across forms for traceability. Prioritize patient safety (OOS) for audit readiness.",blog,Medium,"Click “execute” in omega
Click Log In at the top right
Sign in using email + password or social login (Google/Facebook). All free.
After login, click the Post an Entry button (sometimes just “Post”).
Enter your Title in the title box.
Type or paste your article in the big text editor.
Use the simple toolbar if you want bold, italics, links, or images. All basic formatting is free.
Choose Public as visibility so anyone can read it. This is free.
Ignore all “Paid Account” or “Upgrade” prompts. You don’t need them to publish.
Click Post Entry and your article goes live instantly.","Detect assay specification failure |
Interpret assay data against SOP |
Evaluate quality impact level |
Sequence multiple quality risks |
Check analyst training compliance |
Execute structured root cause analysis |
Formulate corrective preventive measures",Handle multi-issue quality incident,QA QC incident management,"This competency reflects practical readiness to manage simultaneous compliance and data integrity risks, supporting inspection preparedness and sustained GMP control during high-pressure quality events.",10
course_1,Pro Training in QA/QC ,,ch_1_01,Foundations of Quality Warfare,les_1_01_10,Recap,task_1_01_10_1,notask,,,,,,no,,,,,,,10
